Book_ID,ISBN_Number,Title,Author,Description,Published_Date,Category,Publisher,Image_Path,PDF_Link
,,,,,,,,
100190,"978-0-618-00251-8","The Shaping of Middle-earth",14,"A volume detailing the development of the early history and geography of Middle-earth in J.R.R. Tolkien's works.","1986-08-21",7,14,"https://upload.wikimedia.org/wikipedia/en/thumb/2/24/ShapingMiddleEarth.png/220px-ShapingMiddleEarth.png"
100191,"978-0-06-112268-2","Maggie Cassidy",38,"A novel recounting the youthful romance between Jack Duluoz and Maggie Cassidy set in the backdrop of their high school years.","1959-05-14",23,38,"https://upload.wikimedia.org/wikipedia/en/5/5c/Maggie-cassidy-cover.jpg"
100192,"978-0-452-28467-8","An Honest Thief",43,"A short story exploring themes of morality and redemption through the tale of a man who confesses to stealing from his employer.","1848-01-01",1,43,"https://upload.wikimedia.org/wikipedia/en/2/2e/Honest_Thief_poster.jpg"
100193,"978-0-618-00252-5","The Lost Road and Other Writings",14,"A collection of writings by J.R.R. Tolkien including early drafts and stories related to the mythology of Middle-earth.","1987-08-15",7,14,"https://upload.wikimedia.org/wikipedia/en/c/c6/TolkienLostRoad.png"
100194,"978-0-06-112269-9","Tristessa",38,"A novel exploring the profound and tumultuous relationship between Jack Duluoz and the enigmatic Tristessa in Mexico City.","1960-11-03",23,38,"https://upload.wikimedia.org/wikipedia/en/3/33/Tristessa.jpg"
100195,"978-0-452-28468-5","A Gentle Creature",43,"A novella exploring the inner life of a man dealing with the consequences of his relationship with a young woman.","1876-01-01",1,43,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRldGw1bjIpHv5Oxo63qS_6FgjHRc70TAEvQg&s"
100196,"978-0-618-00253-2","The Return of the Shadow",14,"A volume detailing the early drafts and revisions of J.R.R. Tolkien's 'The Lord of the Rings' highlighting the evolution of the story.","1988-07-15",7,14,"https://m.media-amazon.com/images/I/71kHlUlzqYL._AC_UF1000,1000_QL80_.jpg"
100197,"978-0-06-112270-5","Some of the Dharma",38,"A collection of Jack Duluoz's writings, reflections, and musings on Buddhism and his spiritual journey.","1997-11-25",23,38,"https://m.media-amazon.com/images/I/71SIZsrSEUL._AC_UF1000,1000_QL80_.jpg"
100198,"978-0-452-28469-2","The Friend of the Family",43,"A novella exploring the dynamics between an influential man and a young family living under his patronage.","1859-01-01",1,43,"https://m.media-amazon.com/images/M/MV5BZDkyNDVhM2QtOWEyMy00ODA0LThlOTEtNzQzZGI4MTllMmNlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_.jpg"
100199,"978-0-618-00254-9","The Treason of Isengard",14,"A volume detailing the development of the story from the capture of Gandalf by Saruman to the journey to Helm's Deep.","1989-10-25",7,14,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1594402240i/77682.jpg"
100200,"978-0-06-112271-2","Old Angel Midnight",38,"A novel presenting a stream-of-consciousness narrative capturing the chaotic flow of thoughts and observations.","1973-12-05",23,38,"https://upload.wikimedia.org/wikipedia/en/4/4b/OldAngelMidnight.jpg"
100201,"978-0-452-28470-8","A Hero of Our Time",52,"A novel by Mikhail Lermontov depicting the life of a Byronic hero through various adventures and romantic entanglements.","1840-01-01",1,52,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344023178i/226378.jpg"
100202,"978-0-618-00255-6","The Art of Memory",53,"A philosophical exploration of memory and its impact on human understanding and identity.","1980-09-01",6,53,"https://m.media-amazon.com/images/I/917pUsovsnL._AC_UF1000,1000_QL80_.jpg"
100203,"978-0-7432-7373-2","This Side of Paradise",54,"A novel by F. Scott Fitzgerald about the early life and romantic pursuits of Amory Blaine.","1920-03-26",1,54,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIkY7Jmz3fodAtLge76isWd_Rt04pKCcnV_w&s"
100204,"978-0-452-28471-5","Buddenbrooks",55,"A novel by Thomas Mann depicting the decline of a wealthy merchant family over several generations.","1901-09-01",1,55,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtSmQ8aZXXcmsrZmuvcB7u9UiRQ1zlmk_EsA&s"
100205,"978-0-06-207365-2","A Caribbean Mystery",56,"Miss Marple investigates a murder mystery during her vacation in the Caribbean, uncovering secrets among the guests.","1964-11-01",3,56,"https://upload.wikimedia.org/wikipedia/en/0/05/A_Caribbean_Mystery_First_Edition_Cover_1964.jpg"
100206,"978-0-618-00256-3","The Illusions of Postmodernism",57,"An examination of postmodernist thought and its influence on culture, art, and philosophy.","1996-04-01",6,57,"https://m.media-amazon.com/images/I/61LZXtfTMGL._AC_UF1000,1000_QL80_.jpg"
100207,"978-0-452-28472-2","A Room with a View",58,"A novel by E.M. Forster exploring the clash between convention and desire in the life of Lucy Honeychurch.","1908-05-01",1,58,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFjC6H4B_k2CraKdRseS6EtgJ5jpHyGu69wA&s"
100208,"978-0-06-207366-9","The Mirror of Simple Souls",59,"A theological treatise by Marguerite Porete exploring mystical spirituality and the soul's union with God.","1300-01-01",6,59,"https://m.media-amazon.com/images/I/61fCV6exKOL._AC_UF1000,1000_QL80_.jpg"
100209,"978-0-618-00257-0","Being and Time",60,"A seminal work of existential philosophy by Martin Heidegger investigating the nature of being and human existence.","1927-01-01",6,60,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298438455i/92307.jpg"
100210,"978-0-452-28473-9","The Trial",61,"A novel by Franz Kafka exploring themes of guilt, justice, and existential angst through the protagonist Josef K.","1925-01-01",1,61,"https://upload.wikimedia.org/wikipedia/en/thumb/0/01/The_Trial_2023_series_poster.jpeg/220px-The_Trial_2023_series_poster.jpeg"
100211,"978-0-06-207367-6","Hallowe'en Party",56,"Hercule Poirot investigates a murder that occurs during a children's Halloween party, delving into the secrets of the small village.","1969-11-01",3,56,"https://m.media-amazon.com/images/I/71FtWjZVDLL._AC_UF1000,1000_QL80_.jpg"
100212,"978-0-618-00258-7","The Catcher in the Rye",62,"A novel by J.D. Salinger narrated by Holden Caulfield, a teenager navigating the complexities of adolescence and society.","1951-07-16",1,62,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/The_Catcher_in_the_Rye_%281951%2C_first_edition_cover%29.jpg/220px-The_Catcher_in_the_Rye_%281951%2C_first_edition_cover%29.jpg"
100213,"978-0-452-28474-6","The Sound and the Fury",63,"A novel by William Faulkner exploring the decline of the Compson family and the complexities of memory, time, and identity.","1929-10-07",1,63,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/The_Sound_and_the_Fury_%281929_1st_ed_dust_jacket%29.jpg/640px-The_Sound_and_the_Fury_%281929_1st_ed_dust_jacket%29.jpg"
100214,"978-0-06-207368-3","The Body in the Library",56,"Miss Marple investigates the discovery of a woman's body in the library of a country house, uncovering family secrets and hidden motives.","1942-05-12",3,56,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhft2bCpK63sU-bFeLrtWvJkrrl6ifDORO1A&s"
100215,"978-0-618-00259-4","A Critique of Pure Reason",64,"Immanuel Kant's philosophical work examining the nature of human knowledge, reason, and metaphysics.","1781-01-01",6,64,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRrEW1QYaYL2Kh3SrGodSzIP96vs9-UuY7Sw&s"
100216,"978-0-452-28475-3","Parade's End",65,"A tetralogy by Ford Madox Ford following the life of Christopher Tietjens during World War I and his tumultuous relationships.","1924-01-01",1,65,"https://m.media-amazon.com/images/M/MV5BMTQ0ODI4MTkwNl5BMl5BanBnXkFtZTcwNDUyNDAyOQ@@._V1_FMjpg_UX1000_.jpg"
100217,"978-0-06-207369-0","The Moving Finger",56,"Miss Marple investigates a series of poison-pen letters and murder in a quiet English village.","1942-07-06",3,56,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1396227246i/16341.jpg"
100218,"978-0-618-00260-0","Simulacra and Simulation",57,"A philosophical treatise by Jean Baudrillard exploring the nature of simulacra, signs, and the simulation of reality.","1981-01-01",6,57,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1493479268i/22613.jpg"
100219,"978-0-452-28476-0","Death Comes as the End",56,"Agatha Christie's novel set in ancient Egypt where a series of mysterious deaths occur within a family, prompting investigations into ancient secrets.","1944-01-01",3,56,"https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Death_Comes_as_the_End_1944_US_First_Edition_cover.jpg/220px-Death_Comes_as_the_End_1944_US_First_Edition_cover.jpg"
100220,"978-0-06-207370-6","The Moving Toyshop",66,"A mystery novel by Edmund Crispin featuring the eccentric amateur detective Gervase Fen investigating a murder in an Oxford toyshop.","1946-01-01",3,66,"https://m.media-amazon.com/images/I/61P5u9vkdDL._AC_UF1000,1000_QL80_.jpg"
100221,"978-0-618-00261-7","The Ethics of Ambiguity",57,"Simone de Beauvoir's philosophical work exploring existential ethics, freedom, and ambiguity in human existence.","1947-01-01",6,57,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2dV0T6bd2hwhNSONDSFpL6ZphTMpkkqKMLQ&s"
100222,"978-0-452-28477-7","Appointment with Death",56,"Hercule Poirot investigates the murder of a tyrannical matriarch during a holiday in the Middle East.","1938-05-02",3,56,"https://m.media-amazon.com/images/M/MV5BOTM2ZWMwZGEtYzc4Zi00M2JmLWIwZjQtMTUxMzg0YTJhYjk0XkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_.jpg"
100223,"978-0-06-207371-3","The Moving Target",67,"Ross Macdonald's mystery novel featuring private investigator Lew Archer as he delves into the secrets and crimes of a wealthy California family.","1949-01-01",3,67,"https://www.jasonhalf.com/uploads/2/7/3/3/2733505/published/macdonald-movingtarget1.jpg?1530980091"
100224,"978-0-618-00262-4","The Second Sex",57,"Simone de Beauvoir's groundbreaking work on feminist philosophy and the social construction of womanhood.","1949-01-01",6,57,"https://upload.wikimedia.org/wikipedia/en/thumb/6/63/TheMovingTarget.jpg/220px-TheMovingTarget.jpg"
100225,"978-0-452-28478-4","Orlando",68,"A novel by Virginia Woolf exploring gender identity and fluidity through the experiences of the protagonist Orlando who lives for centuries, changing genders.","1928-10-11",1,68,"https://m.media-amazon.com/images/I/715OPLmBUdL._AC_UF1000,1000_QL80_.jpg"
100226,"978-0-06-207372-0","The Moving Storm",69,"A novel by Anne Zouroudi featuring the enigmatic detective Hermes Diaktoros investigating a murder on a remote Greek island amidst a storm.","2008-01-01",3,69,"https://m.media-amazon.com/images/I/61wzRbc3aXL._AC_UF1000,1000_QL80_.jpg"
100227,"978-0-618-00263-1","The Divided Self",57,"R.D. Laing's exploration of existential psychology and the concept of the divided self, examining mental illness and personal identity.","1960-01-01",6,57,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHbrYXtx9cCXuawwKmEv-tceYOspTeRisZlg&s"
100228,"978-0-452-28479-1","The Alexandria Quartet",70,"A tetralogy by Lawrence Durrell exploring love, desire, and identity through different perspectives in Alexandria, Egypt.","1957-01-01",1,70,"https://m.media-amazon.com/images/I/71xR+TyssvL._AC_UF894,1000_QL80_.jpg"
100229,"978-0-06-207373-7","The Moving Target",67,"Ross Macdonald's mystery novel featuring private investigator Lew Archer as he delves into the secrets and crimes of a wealthy California family.","1949-01-01",3,67,"https://www.jasonhalf.com/uploads/2/7/3/3/2733505/published/macdonald-movingtarget1.jpg?1530980091"
100230,"978-0-618-00264-8","The Practice of Everyday Life",57,"Michel de Certeau's study of everyday practices and tactics of resistance in modern society, exploring how individuals navigate and subvert societal norms.","1980-01-01",6,57,"https://m.media-amazon.com/images/I/41QJBDGQNRL._AC_UF1000,1000_QL80_.jpg"
100231,"978-0-452-28480-7","The Children's Book",71,"A novel by A.S. Byatt spanning several decades and exploring the lives of a group of children's authors and illustrators in Edwardian England.","2009-01-01",1,71,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320548114i/6280379.jpg"
100232,"978-0-06-207374-4","The Hollow",56,"Hercule Poirot investigates a murder at a weekend gathering at the country estate of Sir Henry and Lady Angkatell.","1946-02-10",3,56,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB7krB45d4N-1RxTfUsHfHPePKWQ5Dqg5bvQ&s"
100233,"978-0-618-00265-5","Techniques of the Observer",57,"Jonathan Crary's exploration of the history and practices of visual culture and observation, examining how techniques of observation shape knowledge and power.","1990-01-01",6,57,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnFjtzy-LalexiJNLf5sghlILAzO_xL-_Lhg&s"
100234,"978-0-452-28481-4","Cousin Bette",72,"A novel by Honoré de Balzac depicting the manipulative schemes of the impoverished spinster Bette against her wealthy relatives in 19th-century Paris.","1846-01-01",1,72,"https://m.media-amazon.com/images/M/MV5BODU0Yjc0MGQtYWI4My00YzI3LTg5ZWYtMWQwMTkwYWMyODViXkEyXkFqcGdeQXVyMTc3ODg0MjQ3._V1_FMjpg_UX1000_.jpg"
100235,"978-0-06-207375-1","The Cry of the Owl",73,"A psychological thriller by Patricia Highsmith involving voyeurism, obsession, and a complex web of relationships.","1962-11-01",3,73,"https://m.media-amazon.com/images/M/MV5BNTMyYWFjNTUtMDJmNS00MzM5LWE2MjgtNWM0OGNiODk3Zjc2XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg"
100236,"978-0-618-00266-2","The Culture of Narcissism",57,"Christopher Lasch's critique of American culture in the late 20th century, exploring and a complex web of relationships", "1962-11-01",3,73,"https://m.media-amazon.com/images/I/61M1MCurpPL._AC_UF1000,1000_QL80_.jpg"
100237,"978-0-452-28482-1","Doctor Zhivago",74,"A novel by Boris Pasternak set during the Russian Revolution and its aftermath, focusing on the life and loves of Yuri Zhivago.","1957-11-23",1,74,"https://m.media-amazon.com/images/M/MV5BODY1ODY2YmYtNzcwZS00MjkyLTg2OWQtZGM4N2QyMGVjNDdlXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg"
100238,"978-0-06-207376-8","The Quiet American",75,"A novel by Graham Greene set in Vietnam during the First Indochina War, exploring political intrigue and moral ambiguity.","1955-10-01",1,75,"https://m.media-amazon.com/images/M/MV5BMGY3MTMwZTEtOGZjNy00ZGRlLWJiYzAtMmY2YzQ3NjczNWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_.jpg"
100239,"978-0-618-00267-9","Ecology of Fear",76,"Mike Davis' exploration of the relationship between urban development and natural disasters in Los Angeles, examining how fear influences environmental policy.","1998-01-01",6,76,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBz8ppDY9BJgMFOotfyz9wviZXtBRT82uucw&s"
100240,"978-0-452-28483-8","The Enigma of Arrival",77,"A novel by V.S. Naipaul exploring themes of migration, identity, and the complexity of cultural arrival in England.","1987-01-01",1,77,"https://upload.wikimedia.org/wikipedia/en/f/f3/EnigmaOfArrival.jpg"
100241,"978-0-06-207377-5","The Thirteen Problems",56,"Miss Marple solves a series of thirteen mysteries presented as puzzles at a dinner party, showcasing her deductive skills.","1932-11-01",3,56,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309305370i/31309.jpg"
100242,"978-0-618-00268-6","Empire of Signs",57,"Roland Barthes' exploration of Japanese culture and language through the lens of semiotics, examining signs and symbols in a cultural context.","1970-01-01",6,57,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHDkvKPYbtoGDFRed64aIvX9ouqNKSZ8T4ZQ&s"
100243,"978-0-452-28484-5","The Prime of Miss Jean Brodie",78,"A novel by Muriel Spark depicting the unorthodox teaching methods and influence of Miss Jean Brodie on a group of girls in Edinburgh.","1961-01-01",1,78,"https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Jeanbrodie.JPG/220px-Jeanbrodie.JPG"
100244,"978-0-06-207378-2","The High Window",56,"Private investigator Philip Marlowe is hired to recover a rare coin stolen from a wealthy collector, uncovering a web of crime and deception in Los Angeles.","1942-10-06",3,56,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRL9zQBr44QI-QocVKNhUpBOTtHHszrjFrRRw&s"
100245,"978-0-618-00269-3","Everyday Life in Early America",79,"David Freeman Hawke's exploration of daily life in colonial America, examining the customs, challenges, and social structures of early American society.","1988-01-01",6,79,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407707657i/361283.jpg"
100246,"978-0-452-28485-2","The Bostonians",80,"A novel by Henry James exploring feminist themes through the rivalry between Olive Chancellor and Basil Ransom for the affection of Verena Tarrant.","1886-01-01",1,80,"https://upload.wikimedia.org/wikipedia/en/0/0a/The_Bostonians.jpg"
100247,"978-0-06-207379-9","The Long Goodbye",56,"Private investigator Philip Marlowe becomes entangled in a complex case involving friendship, betrayal, and murder in Los Angeles.","1953-03-06",3,56,"https://m.media-amazon.com/images/M/MV5BN2RkZDljODgtMzRjZS00NTg1LTkxNmQtMWE2YWVjZjdhZDg0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg"
100248,"978-0-618-00270-9","The Ecological Indian",81,"Shepard Krech's exploration of Native American environmental practices and their implications for ecological debates in contemporary society.","1999-01-01",6,81,"https://m.media-amazon.com/images/I/61Cehd4H1VL._AC_UF1000,1000_QL80_.jpg"
100249,"978-0-452-28486-3","The Golden Bowl",82,"A novel by Henry James exploring the complexities of marriage, infidelity, and emotional entanglements through the relationships of two couples.","1904-01-01",1,82,"https://m.media-amazon.com/images/M/MV5BMDYzZWZhNmQtZWE2ZS00OWRmLWExMzktY2QwMzIwZjkyZDQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg"
100250,"978-0-06-207380-5","The Big Sleep",56,"Private investigator Philip Marlowe is hired to investigate the blackmail of a wealthy family, uncovering a series of murders and dark secrets in Los Angeles.","1939-02-06",3,56,"https://m.media-amazon.com/images/M/MV5BNWE0NjE4NjUtNjY5Ni00ZWJhLTgyYmMtY2U0OWRkNTQ0OTVkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg"
100251,"978-0-618-00271-6","The Uses of Literacy",83,"Richard Hoggart's sociological study examining the impact of mass culture and media on working-class communities in post-war Britain.","1957-01-01",6,83,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbu6ujBAL2uhAb-UopYq_aZCLAa2XVlGLxOw&s"
100252,"978-0-452-28487-0","Washington Square",84,"A novel by Henry James depicting the clash between a plain, wealthy heiress and her father over her romantic relationship with a charming but poor suitor.","1880-01-01",1,84,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309286618i/133954.jpg"
100253,"978-0-06-207381-2","The Long Goodbye",56,"Private investigator Philip Marlowe becomes entangled in a complex case involving friendship, betrayal, and murder in Los Angeles.","1953-03-06",3,56,"https://m.media-amazon.com/images/M/MV5BN2RkZDljODgtMzRjZS00NTg1LTkxNmQtMWE2YWVjZjdhZDg0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg"
100254,"978-0-618-00272-3","Structural Anthropology",85,"Claude Lévi-Strauss' exploration of structuralism in anthropology, analyzing cultural phenomena through underlying structures and relationships.","1958-01-01",6,85,"https://m.media-amazon.com/images/I/81PVQwKMeLL._AC_UF1000,1000_QL80_.jpg"
100255,"978-0-452-28488-7","The Portrait of a Lady",86,"A novel by Henry James exploring the life and choices of Isabel Archer as she navigates love, betrayal, and independence in Europe and America.","1881-01-01",1,86,"https://m.media-amazon.com/images/I/61ULWZH71RL._AC_UF1000,1000_QL80_.jpg"
100256,"978-0-06-207382-9","The Little Sister",56,"Private investigator Philip Marlowe is hired to find a missing woman in Los Angeles, leading him into a labyrinthine plot involving Hollywood and organized crime.","1949-01-01",3,56,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyDrb5Pev73w5c5mazw1uVtbgjE_HYW3tp-A&s"
100257,"978-0-618-00273-0","Mythologies",57,"Roland Barthes' collection of essays dissecting modern myths in consumer culture, literature, and media, revealing hidden ideological meanings.","1957-01-01",6,57,"https://m.media-amazon.com/images/I/61j6grvTZJL._AC_UF1000,1000_QL80_.jpg"
100258,"978-0-452-28489-4","The Wings of the Dove",86,"A novel by Henry James exploring love, betrayal, and the moral dilemmas faced by its characters as they navigate their desires and ambitions.","1902-01-01",1,86,"https://upload.wikimedia.org/wikipedia/en/4/42/Wings_of_the_dove_ver1.jpg"
100259,"978-0-06-207383-6","The Lady in the Lake",56,"Private investigator Philip Marlowe searches for a missing woman, uncovering a web of lies, deceit, and murder in a small California town.","1943-02-12",3,56,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRp724BozTCsZnbdSxKtQL345ek58Tntl5EIQ&s"
100260,"978-0-618-00274-7","Discipline and Punish",57,"Michel Foucault's examination of the evolution of punitive practices and power dynamics in Western society, from torture to modern prison systems.","1975-01-01",6,57,"https://m.media-amazon.com/images/I/A1faDPdFRpL._AC_UF1000,1000_QL80_.jpg"
100261,"978-0-452-28490-0","The Ambassadors",87,"A novel by Henry James exploring the moral dilemmas faced by its characters as they navigate their desires and ambitions between Europe and America.","1903-01-01",1,87,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Hans_Holbein_the_Younger_-_The_Ambassadors_-_Google_Art_Project.jpg/340px-Hans_Holbein_the_Younger_-_The_Ambassadors_-_Google_Art_Project.jpg"
100262,"978-0-06-207384-3","Farewell, My Lovely",56,"Private investigator Philip Marlowe searches for a missing woman, uncovering a complex web of crime, corruption, and betrayal in Los Angeles.","1940-01-01",3,56,"https://upload.wikimedia.org/wikipedia/en/2/2c/Poster_Farewell_My_Lovely_1975.jpg"
100263,"978-0-618-00275-4","Of Grammatology",88,"Jacques Derrida's examination of the philosophical implications of writing and language, deconstructing Western metaphysics and logocentrism.","1967-01-01",6,88,"https://images-fe.ssl-images-amazon.com/images/I/61-FuCQ761L._AC_UL600_SR600,600_.jpg"
100264,"978-0-452-28491-7","The Golden Bowl",82,"A novel by Henry James exploring the complexities of marriage, infidelity, and emotional entanglements through the relationships of two couples.","1904-01-01",1,82,"https://upload.wikimedia.org/wikipedia/en/2/27/GoldenBowlPoster.jpg"
100265,"978-0-06-207385-0","The Lady in the Lake",56,"Private investigator Philip Marlowe searches for a missing woman, uncovering a web of lies, deceit, and murder in a small California town.","1943-02-12",3,56,"https://m.media-amazon.com/images/I/71H-a3ZjSzL._AC_UF894,1000_QL80_.jpg"
100266,"978-0-618-00276-5","The Postmodern Condition",57,"Jean-François Lyotard's analysis of postmodernism as a condition characterized by skepticism towards meta-narratives and the fragmentation of knowledge.","1979-01-01",6,57,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547127010i/252648.jpg"
100267,"978-0-452-28492-4","The Beast in the Jungle",89,"A novella by Henry James exploring the life of John Marcher, haunted by a premonition of a great event that shapes his relationships and understanding of life.","1903-01-01",1,89,"https://m.media-amazon.com/images/M/MV5BMTZlYzFlZDQtYzcxZC00ZjkxLWIyMDItNTMxOWVmZWJhN2FhXkEyXkFqcGdeQXVyMTkxMTk2Njg@._V1_FMjpg_UX1000_.jpg"
100268,"978-0-06-207386-7","The Lady in the Lake",56,"Private investigator Philip Marlowe searches for a missing woman, uncovering a web of lies, deceit, and murder in a small California town.","1943-02-12",3,56,"https://m.media-amazon.com/images/I/71H-a3ZjSzL._AC_UF894,1000_QL80_.jpg"
100269,"978-0-618-00277-2","The Archaeology of Knowledge",57,"Michel Foucault's methodological analysis of historical discourse and the production of knowledge, exploring how knowledge is structured and classified.","1969-01-01",6,57,"https://images.routledge.com/common/jackets/crclarge/978041528/9780415287524.jpg"
100270,"978-0-452-28493-1","The Portrait of a Lady",86,"A novel by Henry James exploring the life and choices of Isabel Archer as she navigates love, betrayal, and independence in Europe and America.","1881-01-01",1,1,"https://m.media-amazon.com/images/I/61ULWZH71RL._AC_UF1000,1000_QL80_.jpg"
100271,"978-0-006-207387-4","The High Window",56,"Private investigator Philip Marlowe is hired to recover a rare coin stolen from a wealthy collector, uncovering a web of crime and deception in Los Angeles.","1942-10-06",3,56,"https://upload.wikimedia.org/wikipedia/en/thumb/2/22/RaymondChandler_TheHighWindow.jpg/220px-RaymondChandler_TheHighWindow.jpg"
100272,"978-0-618-00278-9","Gender Trouble",90,"Judith Butler's groundbreaking work on gender theory, challenging traditional notions of sex and gender identity through an exploration of performativity and social construction.","1990-01-01",6,90,"https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Gender_Trouble%2C_first_edition.jpg/220px-Gender_Trouble%2C_first_edition.jpg"
100273,"978-0-452-28494-8","The Wings of the Dove",86,"A novel by Henry James exploring love, betrayal, and the moral dilemmas faced by its characters as they navigate their desires and ambitions.","1902-01-01",1,86,"https://upload.wikimedia.org/wikipedia/en/4/42/Wings_of_the_dove_ver1.jpg"
100274,"978-0-006-207388-1","The Long Goodbye",56,"Private investigator Philip Marlowe becomes entangled in a complex case involving friendship, betrayal, and murder in Los Angeles.","1953-03-06",3,56,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi1rNHxuVHJ2XTQtWczg-FEN7Km-9LFOcoHQ&s"
100275,"978-0-618-00279-6","The Archaeology of Knowledge",57,"Michel Foucault's methodological analysis of historical discourse and the production of knowledge, exploring how knowledge is structured and classified.","1969-01-01",6,57,"https://images.routledge.com/common/jackets/crclarge/978041528/9780415287524.jpg"
100276,"978-0-452-28495-5","The Turn of the Screw",91,"A novella by Henry James depicting a governess who becomes convinced that the children in her care are haunted by malevolent ghosts, exploring themes of innocence and corruption.","1898-01-01",1,91,"https://upload.wikimedia.org/wikipedia/en/7/74/The_Turn_of_the_Screw_%282009%29_DVD_cover.jpeg"
100277,"978-0-006-207389-8","The Little Sister",56,"Private investigator Philip Marlowe is hired to find a missing woman in Los Angeles, leading him into a labyrinthine plot involving Hollywood and organized crime.","1949-01-01",3,56,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393854268i/852401.jpg"
100278,"978-0-618-00280-2","The Order of Things",57,"Michel Foucault's examination of the historical development of human sciences, exploring the shifting categorizations of knowledge and the epistemic shifts in Western thought.","1966-01-01",6,57,"https://m.media-amazon.com/images/I/51XCWbwWKgL._AC_UF1000,1000_QL80_.jpg"
100279,"978-0-452-28496-2","Daisy Miller",92,"A novella by Henry James depicting the clash between American innocence and European sophistication through the story of Daisy Miller and her romantic encounters in Europe.","1878-01-01",1,92,"https://mpd-biblio-covers.imgix.net/9781429959612.jpg"
100280,"978-0-006-207390-4","The Lady in the Lake",56,"Private investigator Philip Marlowe searches for a missing woman, uncovering a web of lies, deceit, and murder in a small California town.","1943-02-12",3,56,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547744110i/41735375.jpg"
100281,"978-0-618-00281-9","The Birth of the Clinic",57,"Michel Foucault's analysis of the emergence of the clinical gaze in medicine and its implications for understanding power relations, knowledge production, and subjectivity.","1963-01-01",6,57,"https://upload.wikimedia.org/wikipedia/en/d/d3/The_Birth_of_the_Clinic_%28French_edition%29.jpg"
100282,"978-0-452-28497-9","The Spoils of Poynton",93,"A novel by Henry James exploring the conflicts arising from the ownership of valuable art objects and their impact on personal relationships and morality.","1897-01-01",1,93,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348097185i/193772.jpg"
100283,"978-0-006-207391-1","Farewell, My Lovely",56,"Private investigator Philip Marlowe searches for a missing woman, uncovering a complex web of crime, corruption, and betrayal in Los Angeles.","1940-01-01",3,56,"https://upload.wikimedia.org/wikipedia/en/thumb/8/82/RaymondChandler_FarewellMyLovely.jpg/220px-RaymondChandler_FarewellMyLovely.jpg"
